complaint_id,date_received,district_occurrence,general_cap_classification,summary,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
16-0410,2016-08-26,0800,LACK OF SERVICE,"According to the complainant, on 6-4-16, they did not receive proper service from officers assigned to the 8th District.",52768289,asian,female,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0410,2016-08-26,0800,LACK OF SERVICE,"According to the complainant, on 6-4-16, they did not receive proper service from officers assigned to the 8th District.",46448060,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0411,2016-08-30,0500,LACK OF SERVICE,"According to the complainant, on 8-18-16 at 6:50am, they did not receive proper service from officers assigned to the 5th District.",55492555,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0411,2016-08-30,0500,LACK OF SERVICE,"According to the complainant, on 8-18-16 at 6:50am, they did not receive proper service from officers assigned to the 5th District.",41571847,black,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",69423562,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",60290490,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",60290490,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",60290490,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",94793741,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",69423562,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0412,2016-08-30,0800,PHYSICAL ABUSE,"According to the complainant, on 8-18-16 at 7:30pm, they were physically and verbally abused by an officers assigned to the 15th District.",60290490,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0413,2016-08-30,1500,LACK OF SERVICE,"According to the complainant, on 8-20-16 at 8:35am, they did not receive proper service from a detective assigned to Northeast Detective Division.",98912240,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
16-0414,2016-08-30,3500,LACK OF SERVICE,"According to the complainant, on 5-31-16 at 4:28pm, they did not receive proper service from a detective assigned to Northwest Detective Division.",91218377,black,female,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
16-0415,2016-08-29,2500,LACK OF SERVICE,"According to the complainant, on 8-22-16 at 9:42am, they did not receive proper service from a sergeant assigned to the 25th District.",42663270,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0416,2016-08-30,3500,HARASSMENT,"According to the complainant, on 8-23-16 at 6:10pm, they did not receive proper service from an officers assigned to the 35th District.",57990056,white,male,3500 35TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0417,2016-08-30,1900,VERBAL ABUSE,"According to the complainant, on 8-24-16 at 10:30pm, they were treated un-professionally by officers assigned to the 19th District.",14546167,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0418,2016-08-30,0100,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-20-16 at 7:02pm, they were verbally abused and is missing property after an encounter with a sergeant assigned to the 1st District.",59603158,black,male,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0418,2016-08-30,0100,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-20-16 at 7:02pm, they were verbally abused and is missing property after an encounter with a sergeant assigned to the 1st District.",44129258,white,male,0100 01ST DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0418,2016-08-30,0100,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-20-16 at 7:02pm, they were verbally abused and is missing property after an encounter with a sergeant assigned to the 1st District.",59603158,black,male,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0418,2016-08-30,0100,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-20-16 at 7:02pm, they were verbally abused and is missing property after an encounter with a sergeant assigned to the 1st District.",44129258,white,male,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0419,2016-09-01,0700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-12-16 at 3:00pm, an officer assigned to the Safety Office may be misusing departmental computer systems.",46190225,white,male,9821 SAFETY OFFICE,Departmental Violation,No Sustained Findings,Not Applicable
16-0420,2016-09-01,2600,LACK OF SERVICE,"According to the complainant, in May of 2016, they did not receive proper service from officers assigned to the 26th District.",70765954,white,male,2600 26TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0421,2016-09-01,2200,LACK OF SERVICE,"According to the complainant, on 8-2-16, they did not receive proper service from a sergeant assigned to the 22nd District.",40112039,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0422,2016-09-01,1400,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-8-16 at 12:12pm, they were verbally abused and treated unprofessionally by a lieutenant assigned to the 14th District.",13935739,black,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0422,2016-09-01,1400,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-8-16 at 12:12pm, they were verbally abused and treated unprofessionally by a lieutenant assigned to the 14th District.",13935739,black,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0423,2016-09-06,0700,DOMESTIC,"According to the complainant, beginning in early 2016, an officer assigned to the 2nd District has been stealing their family members property.",65525819,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0424,2016-09-06,2600,LACK OF SERVICE,"According to the complainant, on 8-25-16 at 5:32pm, they did not receive proper service from the officers assigned to the 26th District.",46755678,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0424,2016-09-06,2600,LACK OF SERVICE,"According to the complainant, on 8-25-16 at 5:32pm, they did not receive proper service from the officers assigned to the 26th District.",70765954,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0424,2016-09-06,2600,LACK OF SERVICE,"According to the complainant, on 8-25-16 at 5:32pm, they did not receive proper service from the officers assigned to the 26th District.",34291688,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0424,2016-09-06,2600,LACK OF SERVICE,"According to the complainant, on 8-25-16 at 5:32pm, they did not receive proper service from the officers assigned to the 26th District.",54923841,white,female,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0425,2016-09-06,1400,LACK OF SERVICE,"According to the complainant, on 5-2-16 at 8:00am, they did not receive proper service from an officer assigned to the 14th District.",91188680,black,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0426,2016-09-06,0600,LACK OF SERVICE,"According to the complainant, on 8-21-16 at 8:38am, they did not receive proper service from a Police Radio call taker.",91680147,black,female,4921 RADIO ROOM,Lack of Service,No Sustained Findings,Not Applicable
16-0427,2016-09-06,0700,VERBAL ABUSE,"According to the complainant, on 8-26-16 at 3:00pm, they did not receive proper service from an officer assigned to the 7th District.",28059007,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0427,2016-09-06,0700,VERBAL ABUSE,"According to the complainant, on 8-26-16 at 3:00pm, they did not receive proper service from an officer assigned to the 7th District.",28059007,white,male,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",69813920,black,female,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",63971597,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",49799920,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",58405649,white,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",58405649,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",63296625,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",47957822,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",63971597,white,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",44536783,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",69813920,black,female,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",58405649,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",49799920,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0428,2016-09-06,3500,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",47957822,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0429,2016-09-07,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-29-16 at 12:40am, they were falsely detained by an officer assigned to the 17th District.",24189073,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0429,2016-09-07,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-29-16 at 12:40am, they were falsely detained by an officer assigned to the 17th District.",24189073,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
